分类,类型,层级,标题,文号,发布单位,发布日期,状态,来源,官方链接,正文
市政与基础设施,通知公告,市级,上海市交通委员会关于进一步加强公路建设市场信用信息管理工作的通知,沪交建〔2024〕157号,上海市交通委员会,2024-04-02,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0010::bcc369ec632d4a5b8dd3684acd788f66,
市政与基础设施,通知公告,市级,上海市市场监督管理局关于印发《上海市民用水表、燃气表强制检定改革试点方案》的通知,沪市监计量〔2024〕128号,上海市市场监督管理局,2024-03-29,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0019::2c984a728e83e4b2018e974d56d64c2c,
市政与基础设施,通知公告,市级,上海市人民政府办公厅关于同意《上海市处置桥梁隧道运行事故应急预案》的通知,沪府办〔2024〕10号,上海市人民政府办公厅,2024-03-20,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0001::c065c61a3e2543f088fdb1b81143f51e,
市政与基础设施,通知公告,市级,关于加强本市政府投资项目绩效管理有关工作的通知,沪发改规范〔2024〕4号,上海市发展和改革委员会,2024-03-19,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0025::7e9126b5aa2a4626986a30e6d9cf6d1e,
市政与基础设施,审查与许可规则,市级,上海市水务局关于印发《上海市生产建设项目水土保持设施验收成果编制指南》的通知,沪水务〔2024〕111号,上海市水务局,2024-03-14,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0004::4780467d062044b7bedc6ded2dd97357,docs/市政与基础设施/上海市水务局关于印发《上海市生产建设项目水土保持设施验收成果编制指南》的通知.md
市政与基础设施,办法,市级,关于印发《上海市政府采购供应商信息登记管理办法》的通知,沪财发〔2024〕1号,上海市财政局,2024-02-07,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0017::xxfbdf0000022681,docs/市政与基础设施/关于印发《上海市政府采购供应商信息登记管理办法》的通知.md
市政与基础设施,通知公告,市级,关于划定浦东新区第二批自动驾驶开放测试道路的通知,沪交科〔2024〕19号,上海市交通委员会,2024-02-08,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0010::af6459360f854f19a4fbd5e223bc2ade,
市政与基础设施,通知公告,市级,关于建立市级道路应急抢险救灾工程队伍储备库的通知,沪道运设养〔2024〕16号,上海市道路运输管理局,2024-01-16,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0010::03b148c9d5bd4ea4bad6564eade049e8,
市政与基础设施,办法,市级,关于印发《上海市水务局（上海市海洋局）科研项目管理办法（试行）》的通知,沪水务〔2024〕23号,上海市水务局,2024-01-12,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0004::204124b27d6f423ea89eb7edc6268188,docs/市政与基础设施/关于印发《上海市水务局（上海市海洋局）科研项目管理办法（试行）》的通知.md
市政与基础设施,办法,市级,关于印发《上海市水务局（上海市海洋局）数字化项目管理办法（试行）》的通知,沪水务〔2024〕22号,上海市水务局,2024-01-12,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0004::ab25397c2ae94a8289bc97096d0dfc7a,docs/市政与基础设施/关于印发《上海市水务局（上海市海洋局）数字化项目管理办法（试行）》的通知.md
市政与基础设施,通知公告,市级,关于印发《上海市道路运输和交通设施企业安全风险分级管控和隐患排查治理双重预防机制建设指南》的通知,沪道运安〔2024〕14号,上海市道路运输管理局,2024-01-08,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0010::c1caa954473a4d958c6abd7e7183a5a5,
市政与基础设施,通知公告,市级,上海市水务局关于印发《上海市水务标准体系表》的通知,沪水务〔2024〕2号,上海市水务局,2024-01-02,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0004::040f84e3c4154c8e8b5608f2da344243,
市政与基础设施,通知公告,市级,上海市水务局关于建立上海市水土保持工作联席会议制度的通知,沪水务〔2023〕1115号,上海市水务局,2023-12-29,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0004::1178653f8ffa479c84a2b45e484bac77,
市政与基础设施,通知公告,区级,上海市崇明区人民政府办公室关于印发《上海市崇明区处置燃气事故应急预案》的通知,沪崇府办发〔2023〕31号,上海市崇明区人民政府办公室,2023-12-29,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0085::6cf4ce31-45a1-4930-98b7-126e8a6fc534,
市政与基础设施,实施细则,市级,上海市人民政府关于批转市发展改革委制订的《上海市政府核准的投资项目目录细则（2024年本）》《上海市政府备案的投资项目目录（2024年本）》的通知,沪府规〔2023〕19号,上海市人民政府,2023-12-28,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0001::a3ef4d7370024e3382f0c95cb9952d13,docs/市政与基础设施/上海市人民政府关于批转市发展改革委制订的《上海市政府核准的投资项目目录细则（2024年本）》《上海市.md
市政与基础设施,通知公告,市级,关于命名光复路等16条道路为上海市绿化特色道路的通知,沪绿容〔2023〕483号,上海市绿化和市容管理局,2023-12-19,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0039::038c7559-0e60-4003-bc4d-edad8b85261e,
市政与基础设施,审查与许可规则,其他,关于印发《临港新片区建设项目环评文件、水保方案、排污许可和排水许可综合审批实施方案》的通知,沪自贸临管委〔2023〕202号,中国（上海）自由贸易试验区临港新片区管理委员会,2023-12-30,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0058::2be5828d3ace4df89bbe4b51a8f071ea,docs/市政与基础设施/关于印发《临港新片区建设项目环评文件、水保方案、排污许可和排水许可综合审批实施方案》的通知.md
市政与基础设施,通知公告,市级,上海市道路运输管理局关于印发《面向“双碳”目标的道路运输行业可持续发展行动方案（2023-2025）》的通知,沪道运规〔2023〕327号,上海市道路运输管理局,2023-12-29,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0010::92226d8e005943858a770edee54dd2c8,
市政与基础设施,通知公告,市级,关于公布“2023年上海市户外招牌特色道路（街区）” 名单的通知,沪绿容〔2023〕478号,上海市绿化和市容管理局,2023-12-11,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0039::4c28c159-208c-4da4-b414-a8156f13961d,
市政与基础设施,办法,市级,关于印发《上海市政策性农业信贷担保资金管理办法》的通知,沪财发〔2023〕18号,上海市财政局,2023-12-21,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0017::xxfbdf0000022229,docs/市政与基础设施/关于印发《上海市政策性农业信贷担保资金管理办法》的通知.md
市政与基础设施,其他,区级,关于全面开征污水处理费的通告,嘉水务〔2023〕191号,上海市嘉定区水务局,2023-12-27,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0080::5_171618,
市政与基础设施,通知公告,市级,关于印发《上海市政府集中采购目录及标准（2024年版）》的通知,沪财采〔2023〕32号,上海市财政局,2023-12-22,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0017::xxfbdf0000022469,
市政与基础设施,通知公告,市级,上海市水务局关于更新有关水务标准化指导性技术文件编号的通知,沪水务〔2023〕1054号,上海市水务局,2023-12-18,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0004::18f59501d3694e8f82b22b23e12b3903,
市政与基础设施,办法,市级,上海市水务局关于印发《上海市公共供水水质信息公开管理办法》的通知,沪水务规范〔2023〕12号,上海市水务局,2023-12-11,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0004::b8da1c7e1a534091862079a4ea138d63,docs/市政与基础设施/上海市水务局关于印发《上海市公共供水水质信息公开管理办法》的通知.md
市政与基础设施,通知公告,市级,关于印发《关于健全本市政府采购全链条管理的行动方案（2024-2026年）》的通知,沪财采〔2023〕28号,上海市财政局,2023-11-30,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0017::xxfbdf0000022263,
市政与基础设施,通知公告,市级,关于发布《市道路运输局路政行业依申请行政权力事项实施清单（2023版）》的通知,沪道运设养〔2023〕194号,上海市道路运输管理局,2023-11-24,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0010::7835c524cb1e4975a316de66bdd895b3,
市政与基础设施,实施细则,区级,关于印发《上海市金山区超标排放加价污水处理费征收实施细则》的通知,金水务规范〔2023〕1号,上海市金山区水务局,2023-11-22,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0081::00814feac64449eb34ae19627e222ac5c8ef,docs/市政与基础设施/关于印发《上海市金山区超标排放加价污水处理费征收实施细则》的通知.md
市政与基础设施,审查与许可规则,市级,关于印发《在轨道交通安全保护区内作业审批办事指南》《在轨道交通安全保护区内作业方案的技术审查服务指南》的通知,沪交轨〔2023〕834号,上海市交通委员会,2023-11-22,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0010::aec35385b3bf40caac5eee1706dae2bc,docs/市政与基础设施/关于印发《在轨道交通安全保护区内作业审批办事指南》《在轨道交通安全保护区内作业方案的技术审查服务指南.md
市政与基础设施,实施细则,市级,关于修订《公路养护作业单位路基路面养护乙级资质审批告知承诺实施细则》的通知,沪道运设养〔2023〕183号,上海市道路运输管理局,2023-11-02,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0010::e4802c8273a54793b9aeb072ab513fb8,docs/市政与基础设施/关于修订《公路养护作业单位路基路面养护乙级资质审批告知承诺实施细则》的通知.md
市政与基础设施,实施意见,市级,上海市市场监督管理局关于印发《上海市市场监管系统城镇燃气安全专项整治实施方案》的通知,沪市监特种〔2023〕414号,上海市市场监督管理局,2023-08-25,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0019::2c984a728b800c24018b8447a8151489,
市政与基础设施,实施细则,市级,上海市道路运输管理局关于印发《上海市道路运输市场严重失信主体管理实施细则》的通知,沪道运行规〔2023〕4号,上海市道路运输管理局,2023-10-27,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0010::92ebf91008184e439f1b6c63a3a2cf31,docs/市政与基础设施/上海市道路运输管理局关于印发《上海市道路运输市场严重失信主体管理实施细则》的通知.md
市政与基础设施,通知公告,市级,关于完善我市农村生活污水处理设施用电价格政策有关事项的通知,沪发改价管〔2023〕52号,上海市发展和改革委员会,2023-10-25,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0025::aab3f7e2ef25499cb5853cc58a5b276a,
市政与基础设施,实施意见,区级,上海市奉贤区民政局关于印发《奉贤区养老服务机构燃气安全专项整治工作方案》的通知,沪奉民〔2023〕42号,上海市奉贤区民政局,2023-10-20,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0084::0084531,
市政与基础设施,通知公告,市级,关于印发《关于妥善处置行道树与道路公共设施关系的工作要求》的通知,沪绿容〔2023〕370号,上海市绿化和市容管理局,2023-09-26,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0039::c21c65b3-913e-46e5-a7c3-dcf74eeb05af,
市政与基础设施,实施细则,市级,关于印发《上海市道路交通事故社会救助基金管理实施细则》的通知,沪财发〔2023〕7号,上海市财政局,2023-08-31,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0017::xxfbdf0000021476,docs/市政与基础设施/关于印发《上海市道路交通事故社会救助基金管理实施细则》的通知.md
市政与基础设施,规划与计划,市级,上海市水务局关于印发《上海市供水可靠性管制计划（试行）》的通知,沪水务〔2023〕723号,上海市水务局,2023-09-25,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0004::fb504e09d09443e491520c4df9937963,
市政与基础设施,规划与计划,市级,上海市道路运输管理局关于印发《上海市公路驿站规划建设及运营管理指导意见》的通知,沪道运设养〔2023〕152号,上海市道路运输管理局,2023-09-04,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0010::9fd68933157c4a639c87005a2275be75,
市政与基础设施,实施意见,市级,上海市安全生产委员会关于印发上海市城镇燃气安全专项整治实施方案的通知,沪安委会〔2023〕9号,上海市应急管理局,2023-08-23,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0037::877de679021749a188d636599e1a07ef,
市政与基础设施,通知公告,市级,关于完善道路塌陷隐患防治联合工作机制的通知,沪道运设养〔2023〕156号,上海市道路运输管理局,2023-08-25,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0010::09640bd942d84e249b32e69407b437d6,
市政与基础设施,技术规定与导则,市级,上海市道路运输管理局关于暂定本市新能源集装箱运输车辆有关技术标准的通知,沪道运货〔2023〕150号,上海市道路运输管理局,2023-08-25,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0010::8b30d0ad981a4db3be4022130cd30455,docs/市政与基础设施/上海市道路运输管理局关于暂定本市新能源集装箱运输车辆有关技术标准的通知.md
市政与基础设施,通知公告,市级,关于贯彻落实交通运输部《关于做好洪水淹没后公路基础设施应急调查与评估工作的通知》的通知,沪道运设养〔2023〕143号,上海市道路运输管理局,2023-08-17,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0010::a5bb00ea4e00475bb80c72ab2f5f64ed,
市政与基础设施,通知公告,市级,关于发布《上海市公路设施编码规则、分类与编码标准（试行）》和《上海市公路设施管理数据字典（试行）》的通知,沪交道运 〔2023〕589号,上海市交通委员会,2023-08-15,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0010::0a22966e218a49699462cfc64f1b64de,
市政与基础设施,实施意见,区级,宝山区关于规范第三方掘路施工燃气管道设施安全保护的指导意见,宝建〔2023〕20号,上海市宝山区建设和管理委员会,2023-08-08,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0078::5abf239c-e9f5-48e7-8ec2-17a5c8c52eda,
市政与基础设施,实施意见,市级,上海市水务局关于印发《上海市排水管网低水位运行工作方案》的通知,沪水务〔2023〕524号,上海市水务局,2023-08-01,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0004::3b31ddb22e1e472cb488d044392bfd8e,
市政与基础设施,技术规定与导则,市级,上海市市场监督管理局关于超声波燃气表实施国家计量技术规范的通知,沪市监计量〔2023〕321号,上海市市场监督管理局,2023-06-30,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0019::2c984a72898c799a0189ab3e7fe22dd7,docs/市政与基础设施/上海市市场监督管理局关于超声波燃气表实施国家计量技术规范的通知.md
市政与基础设施,通知公告,市级,关于印发《上海市水务局“一网通办”帮办服务工作制度》的通知,沪水务〔2023〕495号,上海市水务局,2023-07-25,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0004::2586926e706d4d1481acbb7256ea7d72,
市政与基础设施,技术规定与导则,市级,关于印发《道路危险货物运输技术规范》（2023修订版）的通知,沪道运货〔2023〕124号,上海市道路运输管理局,2023-07-21,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0010::09c79cad421743878c209815bd831073,docs/市政与基础设施/关于印发《道路危险货物运输技术规范》（2023修订版）的通知.md
市政与基础设施,通知公告,市级,上海市水务局关于落实上海市生产建设项目水土保持信用监管“两单”制度的通知,沪水务〔2023〕434号,上海市水务局,2023-06-30,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0004::76017c3c57a342f2ad013b15c5d00b39,
市政与基础设施,通知公告,市级,关于发布道路旅客运输企业及省际汽车客运站质量信誉考核指标（2023版）的通知,沪道运客〔2023〕119号,上海市道路运输管理局,2023-07-11,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0010::d4c64bac424e4646ad295023201379f2,
市政与基础设施,规定,市级,上海市道路运输局关于贯彻落实《道路运输车辆技术管理规定》的通知,沪道运运服〔2023〕116号,上海市道路运输管理局,2023-07-05,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0010::eebd021aa18e45658cba8514041a5528,docs/市政与基础设施/上海市道路运输局关于贯彻落实《道路运输车辆技术管理规定》的通知.md
市政与基础设施,实施意见,市级,上海市水务局关于印发《在本市河湖治理中推进林水复合建设试点的指导意见》的通知,沪水务〔2023〕430号,上海市水务局,2023-06-30,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0004::61ce97f9e810446dba8a8264354618f8,
市政与基础设施,通知公告,市级,关于本市道路普通货运驾驶员从业资格证直接申领的通知,沪道运货〔2023〕114号,上海市道路运输管理局,2023-06-29,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0010::c04d4cfd6f1d4d289417d90a5017ef9f,
市政与基础设施,实施细则,市级,关于印发《上海市道路货物运输（除危险货物运输）经营许可告知承诺实施细则》的通知,沪道运货〔2023〕113号,上海市道路运输管理局,2023-06-29,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0010::de5e87c20e7e4ea7b30a65ff835d4332,docs/市政与基础设施/关于印发《上海市道路货物运输（除危险货物运输）经营许可告知承诺实施细则》的通知.md
市政与基础设施,通知公告,市级,关于切实做好夏季本市危险货物道路运输作业安全防范工作的通知,沪交道运 〔2023〕432号,上海市交通委员会,2023-06-19,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0010::a0d06a2b8ddb4fe9bbad53b9a4b90c9e,
市政与基础设施,通知公告,市级,关于进一步加强道路禁车柱与分隔栏杆整治工作的通知,沪道运设养〔2023〕112号,上海市道路运输管理局,2023-06-28,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0010::f13615b206864935bef0bea364d8c9b6,
市政与基础设施,办法,市级,上海市人民政府办公厅关于转发市政府台办、市发展改革委制订的《关于促进沪台经济文化交流合作的实施办法》的通知,沪府办规〔2023〕14号,上海市人民政府办公厅,2023-05-30,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0001::67428f9284014790acfb45d2c962b777,docs/市政与基础设施/上海市人民政府办公厅关于转发市政府台办、市发展改革委制订的《关于促进沪台经济文化交流合作的实施办法》.md
市政与基础设施,审查与许可规则,市级,关于本市停止制发部分道路运输纸质许可证件的公告,沪道运办〔2023〕110号,上海市道路运输管理局,2023-06-28,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0010::4d73020d1e6745d8baaf8db5437d0bdf,docs/市政与基础设施/关于本市停止制发部分道路运输纸质许可证件的公告.md
市政与基础设施,办法,市级,上海市水务局关于印发《上海市水闸安全鉴定工作管理办法》的通知,沪水务〔2023〕416号,上海市水务局,2023-06-21,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0004::a2265f4a8e524e639ca7739b6f523512,docs/市政与基础设施/上海市水务局关于印发《上海市水闸安全鉴定工作管理办法》的通知.md
市政与基础设施,技术规定与导则,市级,上海市水务局关于印发《上海市小型水闸安全评价导则》的通知,沪水务〔2023〕388号,上海市水务局,2023-06-12,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0004::35e0ec695f2945e1b3a943ee96e42ecc,docs/市政与基础设施/上海市水务局关于印发《上海市小型水闸安全评价导则》的通知.md
市政与基础设施,通知公告,市级,关于加强本市道路养护市场监督管理的通知,沪道运设养〔2023〕85号,上海市道路运输管理局,2023-05-29,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0010::a6bae87379e74995a2414fdc1f9f7385,
市政与基础设施,技术规定与导则,市级,上海市水务局关于印发《上海市圩区治理导则（试行）》的通知,沪水务〔2023〕336号,上海市水务局,2023-05-15,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0004::8708556fc9d345d3b48e768228237ff6,docs/市政与基础设施/上海市水务局关于印发《上海市圩区治理导则（试行）》的通知.md
市政与基础设施,通知公告,市级,上海市道路运输管理局关于印发《上海市公共汽车和电车客运服务规范》的通知,沪道运行规〔2023〕3号,上海市道路运输管理局,2023-05-22,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0010::8625457775c24b37a2330154b8aaa100,
市政与基础设施,技术规定与导则,市级,关于印发《上海市道路、公共广场等废物箱配置导则（2023版）》的通知,沪绿容〔2023〕175号,上海市绿化和市容管理局,2023-05-05,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0039::8ed278f4-e75c-45bf-b33c-663df742a1b7,docs/市政与基础设施/关于印发《上海市道路、公共广场等废物箱配置导则（2023版）》的通知.md
市政与基础设施,通知公告,市级,上海市水务局关于印发《上海市生产建设项目水土保持全过程管理工作指南》的通知,沪水务〔2023〕320号,上海市水务局,2023-05-15,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0004::c347089ba4b045b9b70a3ff1cab57b99,
市政与基础设施,办法,市级,上海市生态环境局关于印发《上海市非道路移动机械申报登记和标志管理办法》的通知,沪环规〔2023〕3号,上海市生态环境局,2023-05-09,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0024::e462f86319cc40d98378621ebb63a6a8,docs/市政与基础设施/上海市生态环境局关于印发《上海市非道路移动机械申报登记和标志管理办法》的通知.md
市政与基础设施,通知公告,市级,上海市道路运输管理局关于公布2022年度机动车维修、机动车驾驶员培训、清障施救牵引行业AAA级质量信誉企业的通知,沪道运运服〔2023〕74号,上海市道路运输管理局,2023-05-08,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0010::b87509c9e9434de9bfe05987a6e80282,
市政与基础设施,通知公告,市级,关于持续强化开展道路危险货运企业安全评估和道路货运驾驶员诚信考核工作的通知,沪道运货〔2023〕72号,上海市道路运输管理局,2023-05-05,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0010::bb917fabad1b4afdb1495ab678a91316,
市政与基础设施,实施意见,市级,关于印发《关于开展上海市道路旅客运输省际班车客运定制服务试点的实施意见》的通知,沪道运客〔2023〕71号,上海市道路运输管理局,2023-05-04,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0010::63d4598f8ae6492fa7788a50d7eb4ef8,
市政与基础设施,通知公告,市级,上海市道路运输管理局关于暂停受理本市集装箱道路运输新增运力申请的通知,沪道运货〔2023〕67号,上海市道路运输管理局,2023-04-24,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0010::15f8aa1cb442401a823265c18bfa03eb,
市政与基础设施,通知公告,市级,上海市水务局关于进一步做好水土保持相关工作的通知,沪水务〔2023〕244号,上海市水务局,2023-04-23,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0004::eed51ee687c64228ae227d03633588cd,
市政与基础设施,通知公告,市级,关于切实做好综合业务平台道路货运数据清理工作的通知,沪道运货〔2023〕60号,上海市道路运输管理局,2023-04-21,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0010::af1d8cd1e4f94473abe53617fb53cb35,
市政与基础设施,规划与计划,市级,关于联合印发《长三角生态绿色一体化发展示范区燃气专项规划（2021-2035年）》的通知,沪建设施联〔2023〕183号,上海市住房和城乡建设管理委员会,2023-04-19,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0011::624410e48012468b96c395b7d1e5599e,
市政与基础设施,通知公告,市级,上海市道路运输管理局关于印发《上海市出租汽车客运服务规范》的通知,沪道运行规〔2023〕2号,上海市道路运输管理局,2023-04-14,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0010::ac4f74600d764d03ba86d47f17ac15c9,
市政与基础设施,规定,市级,上海市道路运输管理局关于印发《上海市出租汽车小客车车辆规定》的通知,沪道运行规〔2023〕1号,上海市道路运输管理局,2023-04-14,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0010::88daa4c7381b46b693b8f3352a085a1a,docs/市政与基础设施/上海市道路运输管理局关于印发《上海市出租汽车小客车车辆规定》的通知.md
市政与基础设施,实施意见,市级,上海市水务局印发《关于集成创新供排水接入改革持续优化营商环境工作方案》的通知,沪水务〔2023〕185号,上海市水务局,2023-04-03,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0004::1ed95ab3d862401c9f956070b76e26ff,
市政与基础设施,通知公告,市级,关于进一步加强道路检查井盖病害整治工作的通知,沪道运设养〔2023〕40号,上海市道路运输管理局,2023-03-30,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0010::2f2eac200268487d910ae380874b7982,
市政与基础设施,办法,市级,关于延长《上海市政府采购评审专家和评审工作管理办法》有效期的通知,沪财发〔2023〕3号,上海市财政局,2023-03-20,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0017::xxfbdf0000020842,docs/市政与基础设施/关于延长《上海市政府采购评审专家和评审工作管理办法》有效期的通知.md
市政与基础设施,通知公告,市级,关于切实提升高速公路服务品质相关工作的通知,沪道运设养〔2023〕28号,上海市道路运输管理局,2023-03-21,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0010::33f21af18ff24dbe8f49f39455eb972f,
市政与基础设施,实施意见,其他,关于印发《中国（上海）自由贸易试验区临港新片区管线管理指导意见》的通知,沪自贸临管委〔2023〕41号,中国（上海）自由贸易试验区临港新片区管理委员会,2023-03-15,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0058::3735e2ce8f344aec9311ac1baf75a0a7,
市政与基础设施,通知公告,市级,关于进一步规范农村公路命名管理工作的通知,沪道运设养〔2023〕20号,上海市道路运输管理局,2023-03-03,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0010::545345af7e9c4f98ba18f015ad723a72,
市政与基础设施,实施细则,市级,上海市水务局关于印发 《上海市供水水质管理细则》的通知,沪水务规范〔2023〕6号,上海市水务局,2023-01-20,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0004::7a59a925813e4f689dcd6f8145932d90,docs/市政与基础设施/上海市水务局关于印发 《上海市供水水质管理细则》的通知.md
市政与基础设施,审查与许可规则,市级,关于印发《上海市道路运输行业行政许可事项依职权注销制度》的通知,沪道运办〔2023〕11号,上海市道路运输管理局,2023-02-15,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0010::8ce804c3fee24bcfac3e956c88b8d75a,docs/市政与基础设施/关于印发《上海市道路运输行业行政许可事项依职权注销制度》的通知.md
市政与基础设施,规定,市级,上海市人民政府办公厅转发市水务局修订的《关于本市市管河道及其管理范围的规定》的通知,沪府办规〔2023〕5号,上海市人民政府办公厅,2023-01-28,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0001::8e59059744dc4fe6a5a679340c12272a,docs/市政与基础设施/上海市人民政府办公厅转发市水务局修订的《关于本市市管河道及其管理范围的规定》的通知.md
市政与基础设施,实施细则,市级,关于修订印发《上海市公共停车场（库）经营备案告知承诺实施细则（2023版）》的通知,沪道运设运〔2023〕3号,上海市道路运输管理局,2023-01-20,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0010::bb0cda2120234733bc596b010707c59e,docs/市政与基础设施/关于修订印发《上海市公共停车场（库）经营备案告知承诺实施细则（2023版）》的通知.md
市政与基础设施,通知公告,市级,关于命名瑞金南路等16条道路为上海市绿化特色道路的通知,沪绿容〔2023〕8号,上海市绿化和市容管理局,2023-01-10,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0039::e517e447-6a05-4d29-b32c-c0da41b65944,
市政与基础设施,实施细则,市级,关于印发《上海市超标排放加价污水处理费征收实施细则》的通知,沪水务规范〔2023〕1号,上海市水务局,2023-01-06,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0004::9f27f67bc76649f697e34c12da4e7a36,docs/市政与基础设施/关于印发《上海市超标排放加价污水处理费征收实施细则》的通知.md
